,ref_id,ra,dec,filename,exp_num,image_id,r50,sersic_n_gim2d,flux,flux_error,aperture_a,aperture_b,aperture_theta,psf_fwhm,filter,aperture_x,aperture_y,I_auto
24,32773,150.72178,1.999443,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,9.63782,1.5389,4.48014,1.61981,0.922399,0.885356,75.5517,1.18573,NB685,374.459,3400.74,21.951
25,32962,150.71169,1.980413,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.1013,0.76687,1.86885,1.63597,0.9737,0.905815,-63.8474,1.18573,NB685,638.121,3263.2,22.229
26,32630,150.71261,2.01235,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,18.8517,0.48545,3.66676,1.87465,1.13552,0.938341,-1.612,1.18573,NB685,193.624,3274.96,22.446
27,32732,150.71044,2.000523,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,15.9639,0.68391,2.93226,1.72613,1.0623,0.921658,-67.592,1.18573,NB685,358.362,3245.61,21.935
28,32552,150.71013,2.017861,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,24.0273,0.57256,1.18744,1.98538,1.27923,0.949943,-8.2374,1.18573,NB685,116.383,3240.82,22.117
29,32739,150.6526,2.000862,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,49.7423,1.7859,16.7613,2.85635,2.10448,1.21216,-47.7789,1.18573,NB685,346.514,2452.89,20.243
30,32912,150.65045,1.982117,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,23.3072,1.1565,18.3154,2.2516,1.26109,1.23926,44.2575,1.18573,NB685,607.266,2424.76,20.294
31,32844,150.65232,1.991923,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,35.5752,0.99285,6.73251,2.46646,1.6359,1.12004,-8.1793,1.18573,NB685,471.077,2449.72,21.418
32,32910,150.65329,1.986424,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,33.58,0.61154,5.39898,2.1951,1.56965,0.896556,65.7487,1.18573,NB685,547.765,2463.42,21.6
33,32889,150.65605,1.986388,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,19.6579,1.3847,18.6436,1.99166,1.15622,1.05542,87.3304,1.18573,NB685,548.655,2501.29,20.424
34,32621,150.66476,2.011963,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,10.6796,2.7694,3.55858,1.92805,1.10646,1.04998,-79.6718,1.18573,NB685,193.276,2619.03,21.722
35,32776,150.66642,1.996223,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,16.5843,0.86495,11.1342,1.93152,1.07901,0.987674,-49.9097,1.18573,NB685,413.15,2642.88,21.479
36,32948,150.66424,1.982279,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,26.9708,0.7334,2.66004,1.88326,1.36584,0.871198,80.2811,1.18573,NB685,606.903,2613.85,22.442
37,32748,150.66867,1.999417,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,8.78511,3.8573,2.63265,1.81651,1.04685,0.948316,18.9231,1.18573,NB685,368.937,2673.53,22.225
38,32846,150.67079,1.991091,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,27.4006,0.83623,4.76399,2.33739,1.37426,1.20453,-85.6024,1.18573,NB685,485.194,2703.1,21.951
39,32837,150.67107,1.992203,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,7.50014,8.9987,16.5845,1.83089,1.00667,0.978799,-47.744,1.18573,NB685,469.751,2706.88,20.172
40,32838,150.67112,1.990644,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,7.65737,2.8311,9.06138,1.59015,0.88723,0.879366,58.74,1.18573,NB685,491.458,2707.65,21.12
41,32537,150.68592,2.018475,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,9.19904,1.0581,4.33291,1.65806,0.91909,0.856171,-62.838,1.18573,NB685,105.054,2908.98,21.955
42,32672,150.6851,2.008216,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,31.3316,1.0914,3.61102,2.10676,1.50022,0.922588,-83.0432,1.18573,NB685,248.299,2898.3,21.933
43,32717,150.68874,2.004158,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,31.5159,0.84306,11.631,2.20349,1.5074,0.979052,-68.4741,1.18573,NB685,305.356,2948.38,20.729
44,32589,150.69709,2.014233,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.5162,0.6498,6.65379,1.67017,0.963652,0.896686,-58.5333,1.18573,NB685,165.682,3062.32,21.469
45,32827,150.59899,1.994758,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,13.9416,2.7661,5.1034,1.86923,1.20854,0.925572,-53.6694,1.18573,NB685,422.49,1715.51,22.09
46,32741,150.6018,2.000808,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,35.3683,0.65051,1.00304,2.51335,1.62228,1.15548,-16.5636,1.18573,NB685,338.52,1753.56,21.416
47,32584,150.60436,2.015346,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.8443,0.50041,3.33641,1.69588,0.968069,0.875212,-41.4645,1.18573,NB685,135.551,1787.07,22.11
48,32823,150.603,1.994591,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,22.859,0.61087,2.3262,1.90217,1.25221,0.884601,-11.3898,1.18573,NB685,425.595,1770.87,22.04
49,32607,150.60977,2.013962,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,28.9279,0.80071,2.57364,2.21078,1.42506,1.03473,60.2412,1.18573,NB685,156.021,1861.94,21.842
50,32875,150.60624,1.99049,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,28.8264,0.46718,8.67016,2.36673,1.4227,1.21914,-11.3154,1.18573,NB685,483.43,1816.02,22.244
51,32565,150.6161,2.016642,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,21.5789,0.70746,2.29184,1.86488,1.21209,0.849562,-83.9325,1.18573,NB685,119.7,1948.97,22.108
52,32561,150.61841,2.016172,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,41.1276,1.6288,23.2716,3.06501,1.81311,1.46729,53.3756,1.18573,NB685,126.724,1980.89,19.9
53,32530,150.62209,2.018089,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.9354,3.747,6.10137,2.03325,1.138,1.03485,-52.3682,1.18573,NB685,100.554,2031.42,21.276
54,32670,150.62063,2.006931,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,29.8122,2.3763,49.5097,2.66383,1.4521,1.37955,-23.2693,1.18573,NB685,256.475,2012.54,19.084
55,32755,150.6216,2.000599,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,33.79,0.47337,-0.651014,2.58033,1.58111,1.18383,58.1562,1.18573,NB685,345.133,2026.58,21.783
56,32832,150.62151,1.99318,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,20.7047,1.4835,28.9289,2.01213,1.19029,0.984736,87.5499,1.18573,NB685,448.653,2026.11,19.766
57,32620,150.63036,2.011349,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,19.7608,1.7803,-0.259372,2.09373,1.15813,1.01698,51.1625,1.18573,NB685,196.416,2146.11,22.116
58,32547,150.6319,2.017203,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,18.605,0.50185,2.1724,1.84013,1.13178,0.915634,28.0398,1.18573,NB685,114.743,2166.71,21.936
59,32916,150.62753,1.985724,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,38.2809,0.58691,26.7077,2.43629,1.71694,1.08349,-31.0419,1.18573,NB685,553.565,2109.65,19.954
60,32917,150.62801,1.985652,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.4096,1.0801,4.32389,1.60436,0.976878,0.871794,61.2713,1.18573,NB685,554.647,2116.26,22.53
61,32763,150.6308,1.998947,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,22.7568,2.0422,6.37359,2.17344,1.25159,1.13799,-11.8796,1.18573,NB685,369.783,2153.39,21.41
62,32768,150.6353,1.997529,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,31.5172,0.97316,38.8635,2.26726,1.50743,0.976649,54.3269,1.18573,NB685,390.313,2215.43,19.299
63,32863,150.63604,1.991078,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,19.8574,0.64962,5.86993,1.84337,1.16141,0.874757,-2.0793,1.18573,NB685,480.369,2226.17,21.849
64,32693,150.64071,2.003432,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.5411,0.77329,12.4786,1.68042,0.963986,0.85687,38.6341,1.18573,NB685,308.803,2289.28,22.43
65,32531,150.64615,2.01813,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,29.4282,1.2926,0.921957,2.27992,1.43504,1.06773,-28.4837,1.18573,NB685,104.174,2362.77,22.158
66,32804,150.64638,1.996718,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,16.4478,0.59395,3.83365,1.8129,1.07419,0.965666,45.2556,1.18573,NB685,403.372,2367.78,21.609
67,32646,150.6504,2.010056,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,14.1556,2.5268,3.73937,1.73559,1.02894,0.884557,-47.1806,1.18573,NB685,217.796,2421.92,21.754
68,32820,150.64799,1.995132,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.7399,2.7255,12.7678,1.7525,0.983381,0.94872,41.5852,1.18573,NB685,425.725,2390.02,20.495
69,32642,150.59537,2.010016,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.54,0.43813,5.44892,1.73026,0.963972,0.919586,35.5112,1.18573,NB685,208.385,1663.55,21.55
70,32632,150.59338,2.011272,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,22.9004,1.3145,6.10414,2.21576,1.25261,1.13446,-7.4403,1.18573,NB685,190.373,1635.87,21.358
71,32753,150.59125,1.99935,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,5.55615,1.589,2.40021,1.55583,0.856286,0.843083,-21.9625,1.18573,NB685,356.785,1608.03,22.249
72,32706,150.59072,2.003425,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,17.3741,0.574,6.02531,1.96261,1.10363,1.03517,-6.0903,1.18573,NB685,299.683,1600.16,21.804
73,32617,150.58894,2.011108,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,17.8999,2.3241,20.6986,2.05571,1.33983,0.931587,50.3394,1.18573,NB685,191.725,1574.48,19.973
74,32709,150.57928,2.005113,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.5344,1.7047,3.59115,1.75314,0.963896,0.927743,-47.6911,1.18573,NB685,273.602,1441.65,21.427
75,32663,150.57267,2.006151,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,31.5489,2.7187,14.7317,2.18388,1.50792,0.896835,37.3504,1.18573,NB685,257.578,1349.93,20.212
76,32749,150.5698,2.000778,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,16.5287,0.5306,1.53132,1.83042,1.07645,0.896087,-38.2136,1.18573,NB685,332.174,1310.98,22.049
77,32661,150.57081,2.007949,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.2961,3.2623,4.81452,2.01422,1.15516,0.98368,8.1235,1.18573,NB685,231.953,1323.87,21.845
78,32821,150.56447,1.995394,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,10.8504,3.1522,2.09144,1.68835,0.947808,0.899413,-15.7907,1.18573,NB685,406.302,1237.92,22.451
79,32698,150.56219,2.003011,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,21.4919,1.4484,6.03535,1.93058,1.21089,0.888786,-82.6864,1.18573,NB685,299.139,1205.09,21.283
80,34927,150.54907,2.008106,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,14.742,1.7839,4.51981,2.11156,1.22993,1.03664,47.1647,1.18573,NB685,224.478,1021.95,21.329
81,34869,150.54472,2.013992,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,14.4267,3.3078,2.07591,1.74326,1.03229,0.866421,-33.6958,1.18573,NB685,140.684,960.331,22.221
82,35027,150.53999,1.999073,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,25.297,0.30218,6.93874,2.37313,1.31819,1.17887,83.9202,1.18573,NB685,348.865,897.238,21.534
83,34824,150.53119,2.01522,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,25.3577,0.56123,3.86545,2.06335,1.31939,0.883254,-65.3293,1.18573,NB685,119.744,771.481,21.655
84,35003,150.52499,2.001224,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,47.5021,0.91291,8.14008,2.75566,2.02715,0.917711,83.6843,1.18573,NB685,314.726,687.767,22.082
85,34870,150.5243,2.012179,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,22.7622,2.0944,30.6734,2.33564,1.2517,0.988933,-70.2535,1.18573,NB685,160.589,675.907,19.376
86,34959,150.51689,2.005189,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,23.3769,0.47254,0.689482,2.34155,1.26522,1.10208,40.8911,1.18573,NB685,256.771,573.82,22.02
87,34929,150.51194,2.007334,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,22.455,0.46985,5.64135,2.47949,1.49046,1.12829,19.9897,1.18573,NB685,225.179,504.127,21.547
88,34904,150.50737,2.009705,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,20.3198,0.98039,8.97598,2.21869,1.18205,1.06056,55.9743,1.18573,NB685,190.459,439.617,20.716
89,34923,150.50317,2.004828,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,15.8045,1.8248,2.48856,1.98962,1.06054,0.933625,-83.451,1.18573,NB685,257.829,381.864,21.677
90,16784,150.6983,1.950034,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,28.0328,0.72064,13.0925,2.03471,1.40275,1.02368,-18.5957,1.18573,NB685,1057.49,3080.97,20.733
91,18493,150.70133,1.95575,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,13.8793,3.727,6.49954,1.98244,1.20656,1.13698,-61.1167,1.18573,NB685,978.789,3122.22,20.322
92,16915,150.69847,1.936246,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,10.8891,0.2,2.04561,1.55982,0.94852,0.84565,-75.1009,1.18573,NB685,1247.77,3083.56,22.288
93,31319,150.70455,1.962506,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,52.1642,1.4367,12.2597,2.75044,2.18528,1.19053,61.7703,1.18573,NB685,885.641,3166.04,20.719
94,17134,150.70004,1.922409,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,19.9256,0.59008,9.79503,1.80325,1.16407,0.944484,34.2185,1.18573,NB685,1438.45,3105.16,21.238
95,17042,150.70665,1.93061,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,7.92228,3.0275,4.7917,1.68885,1.02899,0.966321,63.0098,1.18573,NB685,1326.15,3195.19,21.661
96,16989,150.71227,1.934704,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,15.6651,3.9177,8.90129,1.97904,1.26321,1.08369,66.5947,1.18573,NB685,1270.22,3271.77,20.68
97,16872,150.72013,1.941283,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,45.1607,0.80027,6.39503,2.42366,1.9507,0.966136,-1.8096,1.18573,NB685,1180.17,3378.88,21.45
98,16234,150.73105,1.945757,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,13.8581,0.67716,4.3989,1.61774,1.01326,0.870668,-10.3877,1.18573,NB685,1119.28,3527.73,22.385
99,16236,150.74262,1.946791,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.4873,3.4294,12.1222,1.87873,1.13005,1.03415,4.263,1.18573,NB685,1105.81,3685.41,20.892
100,16261,150.73992,1.93056,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,22.8193,0.58639,9.17292,1.85826,1.252,0.963547,0.6867,1.18573,NB685,1329.33,3648.47,21.095
101,16241,150.74453,1.941735,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.5555,0.96981,8.04352,1.61794,0.979048,0.889437,-54.93,1.18573,NB685,1175.67,3711.38,21.802
102,17490,150.68582,1.885732,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.5693,3.4141,20.7454,1.89247,1.1319,0.983153,-18.2654,1.18573,NB685,1940.64,2911.72,20.25
103,17404,150.70754,1.896187,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,45.0036,0.41289,9.56759,2.95528,1.94498,1.60875,-10.0769,1.18573,NB685,1799.15,3207.46,21.257
104,17367,150.71898,1.897709,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,8.56422,2.356,5.36479,1.65664,1.03639,1.00442,-54.3935,1.18573,NB685,1779.14,3363.17,21.424
105,17440,150.7263,1.89342,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,24.9896,0.7055,8.88314,1.92257,1.30526,1.06687,78.563,1.18573,NB685,1838.43,3462.71,20.855
106,16284,150.72879,1.896737,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,13.2029,0.65207,1.00315,1.56025,0.994134,0.941234,-83.7731,1.18573,NB685,1793.15,3496.62,22.142
107,16292,150.73723,1.900768,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,21.3617,0.74165,3.61877,1.76358,1.20804,0.920355,56.2252,1.18573,NB685,1738.43,3611.48,22.19
108,16295,150.73829,1.901538,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.4894,2.4332,2.6606,1.54054,0.977319,0.893884,10.3852,1.18573,NB685,1727.94,3625.9,22.34
109,16279,150.74375,1.906882,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,26.1068,0.86117,31.5414,1.8894,1.34534,0.903202,-42.9569,1.18573,NB685,1654.98,3700.26,19.854
110,16713,150.64392,1.956387,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.2547,1.8378,2.83687,1.84088,1.15369,0.968172,34.3238,1.18573,NB685,963.345,2336.93,21.983
111,16827,150.64323,1.947964,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,15.2059,0.35809,1.87135,1.73839,1.04473,0.936024,44.024,1.18573,NB685,1079.8,2327.98,22.39
112,33073,150.64763,1.972196,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,34.2969,1.3842,8.15468,2.05553,1.58715,0.89789,2.237,1.18573,NB685,744.692,2386.76,20.791
113,16750,150.64463,1.95316,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,24.8876,3.7491,40.5462,2.51439,1.57376,1.27095,-20.8177,1.18573,NB685,1008.11,2346.86,19.384
114,16751,150.64527,1.952326,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,21.4182,0.8837,2.87417,1.87415,1.20941,0.983712,46.6356,1.18573,NB685,1019.74,2355.68,21.733
115,33153,150.64845,1.96511,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,17.297,3.6433,3.07929,1.76632,1.10212,0.942512,-31.7468,1.18573,NB685,843.107,2398.47,21.657
116,33135,150.64947,1.96718,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,17.7205,1.5794,-0.378883,1.80554,1.10776,0.978381,-6.2205,1.18573,NB685,814.544,2412.32,22.26
117,33109,150.65012,1.969795,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,9.78844,3.4394,7.85915,1.8035,1.0751,0.973375,-38.6077,1.18573,NB685,778.36,2421.07,20.937
118,16954,150.64562,1.936812,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,15.9526,3.8202,4.26026,1.73598,1.06182,0.964897,84.8873,1.18573,NB685,1234.19,2361.34,21.425
119,33160,150.6534,1.964454,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,20.5094,1.4315,4.21879,1.95344,1.18475,1.06809,59.8789,1.18573,NB685,852.87,2466.36,21.586
120,16976,150.64838,1.932171,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,11.6317,3.0909,5.21321,1.6291,0.965244,0.901134,-75.5236,1.18573,NB685,1298.57,2399.35,22.123
121,16977,150.64837,1.931793,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,13.1434,0.8991,9.71348,1.65277,0.991605,0.893406,-29.0656,1.18573,NB685,1303.78,2399.23,21.057
122,33027,150.65558,1.970023,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,20.2154,1.4371,3.78106,1.74174,1.17799,0.883696,86.0364,1.18573,NB685,775.937,2495.9,21.832
123,16973,150.64956,1.934842,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,12.4062,3.3752,3.58985,1.99981,1.15598,1.08109,-35.6757,1.18573,NB685,1261.87,2415.37,21.414
124,16876,150.65187,1.94297,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,38.5782,1.1163,12.0264,2.57286,1.73018,1.26912,-86.9567,1.18573,NB685,1149.94,2446.59,21.132
125,16820,150.65378,1.948186,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,10.6838,1.1692,1.81301,1.62879,0.942202,0.835038,-75.4518,1.18573,NB685,1078.1,2472.47,22.282
126,16875,150.65265,1.941103,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,23.2936,0.52018,3.83431,2.08622,1.26028,1.15622,-18.6566,1.18573,NB685,1175.83,2457.36,21.175
127,33020,150.65908,1.974322,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,42.5123,3.203,92.8798,3.83968,2.24587,1.8801,-58.8151,1.18573,NB685,716.746,2543.6,18.577
128,31318,150.65656,1.961432,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,9.77433,3.3028,22.0207,1.85817,1.07457,1.0383,38.2117,1.18573,NB685,895.158,2509.82,20.131
129,17036,150.65717,1.93043,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,17.3207,0.62659,6.94465,1.80092,1.1025,0.984064,-25.3175,1.18573,NB685,1323.63,2519.68,21.416
130,17094,150.66142,1.923339,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,6.60241,6.477,2.72676,1.51921,0.872682,0.856635,-79.8343,1.18573,NB685,1421.82,2578.05,21.314
131,16898,150.66484,1.941416,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,16.8496,0.74137,4.27625,1.82959,1.08259,1.05443,17.0462,1.18573,NB685,1172.97,2624.11,21.628
132,17096,150.663,1.924123,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,13.7222,1.9758,3.66128,1.6147,1.00873,0.854255,-66.5219,1.18573,NB685,1411.2,2599.61,22.03
133,16831,150.67526,1.94701,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,28.0731,0.73435,9.17411,1.91232,1.40336,0.899902,58.6798,1.18573,NB685,1096.89,2766.34,21.148
134,31326,150.68349,1.960414,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,20.8624,0.65537,2.47726,1.77007,1.19274,0.861309,54.8217,1.18573,NB685,912.459,2878.36,22.285
135,16723,150.69387,1.956092,red_NightlyR11.paucam.12772.1003.0141.FT_NB615_NB685.2469553.std.01.fits,12772,6633881,14.8057,0.59264,9.98169,1.75809,1.03531,1.01221,10.2771,1.18573,NB685,973.334,3020.34,21.439
